Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L,Road_City,Road_Highway,Road_Rural,Fuel_Efficiency_kmpl,Consumption_Rate_Lpkm,Fuel_Per_Hour_L,Traffic_Score,Driving_Intensity,AC_Load_Indicator,Remaining_Range_km,Remaining_Time_hr
CAR039,42.46,0,58.0,2485.0,34.9,0,1,136.5,0.34,1.71,97.89,9.152,1,0,0,10.696022727272728,0.09349269588313412,5.352046783625731,0.8,0.3516666666666666,0.0,454.15312500000005,7.830226293103449
CAR095,19.51,10,51.7,2234.0,25.7,0,1,204.0,0.84,2.86,151.56,18.5345,1,0,0,8.177183090992473,0.12229150171549222,6.480594405594406,0.8,0.5132328042328042,0.0,159.53684210526316,3.08581899623333
CAR098,18.56,10,85.0,2428.0,35.6,1,2,98.1,0.87,0.78,65.73,9.29,0,1,0,7.075349838536061,0.14133576753385058,11.910256410256409,1.0,0.5952486772486772,0.7416666666666667,131.3184930032293,1.5449234470968152
CAR172,40.6,20,54.0,1799.0,26.2,1,1,254.9,0.17,0.91,42.06,5.716,0,1,0,7.358292512246326,0.13590109367570138,6.281318681318681,0.5,0.24862962962962962,0.5458333333333333,298.74667599720084,5.532345851800016
CAR149,11.97,85,64.3,2308.0,39.3,0,2,383.8,0.47,2.25,143.74,11.3715,1,0,0,12.640372861979511,0.0791115903715041,5.053999999999999,1.3,0.40305291005291005,0.0,151.30526315789476,2.35311451256446
CAR181,44.79,20,63.8,2380.0,14.8,0,1,221.9,0.45,0.55,31.97,5.03,1,0,0,6.3558648111332,0.15733500156396624,9.145454545454545,0.8,0.39814814814814814,0.0,284.679184890656,4.462056189508715
CAR007,10.81,20,86.0,1869.0,19.0,1,1,79.3,0.41,2.53,192.83,10.2695,1,0,0,18.77696090364672,0.053256754654358765,4.0590909090909095,0.8,0.40011111111111114,0.3958333333333333,202.97894736842107,2.360220318237454
CAR025,9.27,10,80.3,2238.0,37.6,0,0,289.8,0.35,1.5,105.07,8.8065,0,1,0,11.930960086299892,0.08381555153707053,5.8709999999999996,0.0,0.3849047619047619,0.0,110.6,1.37733499377335
CAR158,40.92,0,45.7,2412.0,36.7,0,2,357.1,0.22,2.35,110.78,12.569,1,0,0,8.813748110430424,0.11345910814226395,5.348510638297872,1.3,0.2809682539682539,0.0,360.65857267881296,7.891872487501377
CAR165,27.54,20,43.3,2342.0,22.0,0,2,152.8,0.29,1.0,42.47,7.155,1,0,0,5.93570929419986,0.16847186249117024,7.155,1.3,0.2991164021164021,0.0,163.46943396226413,3.77527561113774
CAR111,29.91,10,45.4,2209.0,26.6,0,2,324.2,0.6,0.51,22.12,3.137,1,0,0,7.051322919987249,0.14181735985533453,6.150980392156863,1.3,0.4114867724867725,0.0,210.90506853681862,4.645486091119353
CAR059,18.26,85,27.1,3339.0,36.1,1,0,282.7,0.47,1.97,45.89,15.0,0,1,0,3.0593333333333335,0.326868598823273,7.614213197969543,0.0,0.3832592592592592,0.7520833333333333,55.863426666666676,2.0613810578105785
CAR111,35.37,85,53.2,1918.0,26.4,1,1,336.5,0.79,4.28,209.81,33.601499999999994,0,0,1,6.244066485127153,0.1601520423240074,7.850817757009344,0.6,0.48244444444444445,0.5499999999999999,220.85263157894738,4.1513652552433715
CAR069,9.46,85,58.2,2011.0,39.5,1,0,171.2,0.55,2.72,153.05,8.987,0,0,1,17.030154667853566,0.05871937275400196,3.3040441176470585,0.1,0.40724338624338624,0.8229166666666666,161.10526315789474,2.7681316693796347
CAR022,8.08,10,63.5,2331.0,42.5,1,0,128.6,0.13,2.63,174.66,7.675999999999999,0,1,0,22.754038561750914,0.0439482422993244,2.918631178707224,0.0,0.27674074074074073,0.8854166666666666,183.85263157894738,2.895317032739329
CAR178,29.48,10,37.4,2548.0,27.85,1,1,95.1,0.62,1.63,57.65,7.522,0,0,1,7.664185057165647,0.1304770164787511,4.6147239263803685,0.6,0.4202222222222223,0.5802083333333333,225.9401754852433,6.04118116270704
CAR135,4.08,10,21.5,1118.0,20.2,0,1,250.3,0.22,2.2,47.32,3.876,1,0,0,12.208462332301343,0.08191039729501268,1.7618181818181817,0.8,0.17453439153439154,0.0,49.81052631578948,2.3167686658506734
CAR163,32.13,10,57.8,2068.0,25.8,1,0,259.3,0.59,2.11,105.53,12.702,1,0,0,8.308140450322783,0.12036387757035914,6.0199052132701425,0.3,0.424031746031746,0.5375,266.9405526688711,4.618348662091195
CAR154,40.37,20,87.1,2750.0,24.5,1,1,392.3,0.76,4.33,372.86,35.01175,1,0,0,10.649567645147702,0.09390052566646999,8.085854503464203,0.8,0.5737301587301588,0.5104166666666666,429.9230458346127,4.935970675483499
CAR197,15.82,0,54.1,1982.0,22.4,1,2,219.8,0.78,2.81,134.51,15.029,1,0,0,8.950029942111916,0.11173146977919858,5.348398576512455,1.3,0.4834550264550264,0.4666666666666666,141.58947368421053,2.617180659597237
CAR002,14.28,20,54.2,2957.0,26.6,0,2,101.3,0.64,0.66,34.13,5.453,0,0,1,6.2589400330093525,0.15977146205684148,8.262121212121212,1.1,0.47821693121693126,0.0,89.37766367137355,1.6490343850806928
CAR066,24.52,20,61.3,2278.0,25.1,1,0,423.0,0.82,2.25,134.46,23.294,1,0,0,5.7723018803125274,0.1732411125985423,10.35288888888889,0.3,0.5256984126984127,0.5229166666666667,141.53684210526316,2.308920752125011
CAR092,33.8,10,63.1,2186.0,28.6,1,1,76.4,0.43,1.93,114.95,15.03,1,0,0,7.648037258815703,0.1307525010874293,7.787564766839378,0.8,0.3802063492063492,0.5958333333333333,258.5036593479707,4.096729942123149
CAR120,29.56,20,32.0,1705.0,31.8,1,2,368.6,0.49,0.24,7.63,1.425,1,0,0,5.3543859649122805,0.1867627785058978,5.9375,1.3,0.3219312169312169,0.6625,158.275649122807,4.946114035087719
CAR087,34.11,20,16.1,2015.0,41.6,0,1,121.8,0.6,1.04,16.83,2.804,1,0,0,6.002139800285306,0.16660724896019014,2.696153846153846,0.8,0.347989417989418,0.0,204.7329885877318,12.716334694890172
CAR094,33.71,20,39.0,2153.0,32.5,0,2,363.5,0.36,2.8,93.34,14.281,0,1,0,6.535956865765702,0.15299978572959075,5.100357142857144,1.0,0.3080793650793651,0.0,220.32710594496183,5.649412972947739
CAR070,20.67,10,78.6,2110.0,29.0,1,2,122.8,0.55,2.59,201.92,19.6365,0,1,0,10.282891553993837,0.09724891045958797,7.581660231660233,1.0,0.4497354497354497,0.6041666666666666,212.54736842105262,2.7041649926342575
CAR029,28.45,0,50.4,2649.0,22.3,0,1,434.8,0.9,0.42,20.64,2.348,1,0,0,8.79045996592845,0.11375968992248062,5.59047619047619,0.8,0.5528095238095238,0.0,250.0885860306644,4.96207511965604
CAR139,28.45,10,45.9,3037.0,32.6,1,2,328.0,0.55,1.55,72.78,12.19,1,0,0,5.970467596390485,0.1674910689749931,7.864516129032258,1.3,0.43332275132275133,0.6791666666666667,169.8598031173093,3.7006493053880023
CAR144,23.44,85,68.6,3171.0,32.8,0,1,162.1,0.25,4.44,276.77,22.268,0,1,0,12.429046164900305,0.08045669689633993,5.015315315315315,0.5,0.37062962962962964,0.0,291.33684210526314,4.24689274205923
CAR134,23.66,20,37.5,1101.0,29.4,1,2,183.4,0.57,3.32,112.24,18.847,1,0,0,5.955324454820395,0.1679169636493229,5.6768072289156635,1.3,0.332984126984127,0.6124999999999999,140.90297660105054,3.757412709361348
CAR087,22.51,20,34.8,2980.0,38.8,1,1,238.1,0.88,1.07,35.43,6.526,0,1,0,5.429053018694453,0.1841941857183178,6.0990654205607475,0.5,0.5322751322751322,0.8083333333333332,122.20798345081214,3.5117236623796595
CAR042,14.57,10,74.2,1179.0,26.4,1,1,264.2,0.07,3.12,236.63,13.8415,1,0,0,17.095690495972256,0.05849427376072349,4.436378205128205,0.8,0.21947619047619046,0.5499999999999999,249.0842105263158,3.3569300610015604
CAR128,16.56,0,86.9,2420.0,26.7,0,2,74.5,0.83,1.7,138.27,15.731999999999998,1,0,0,8.789092295957287,0.11377739205901495,9.254117647058822,1.3,0.5835714285714285,0.0,145.54736842105265,1.6748834110592938
CAR080,12.82,20,8.4,2315.0,22.9,0,1,204.4,0.24,1.71,13.6,1.898,0,0,1,7.165437302423604,0.13955882352941176,1.1099415204678362,0.6,0.2146825396825397,0.0,91.8609062170706,10.93582216869888
CAR087,33.1,20,66.9,2957.0,40.7,0,0,136.5,0.82,1.44,100.48,16.81,1,0,0,5.977394408090423,0.16729697452229297,11.67361111111111,0.3,0.5684021164021164,0.0,197.851754907793,2.9574253349445887
CAR129,18.62,10,57.0,1529.0,19.1,1,0,291.4,0.51,3.45,172.56,17.689,1,0,0,9.755215105432756,0.10250927213722763,5.127246376811594,0.3,0.3672539682539682,0.3979166666666667,181.64210526315793,3.186703601108034
CAR194,39.3,20,56.0,1763.0,26.2,1,2,238.3,0.28,1.14,55.59,8.603,0,1,0,6.461699407183541,0.1547580500089944,7.546491228070176,1.0,0.2913597883597883,0.5458333333333333,253.94478670231317,4.534728333969878
CAR031,38.31,0,51.8,2294.0,28.6,0,2,93.5,0.77,2.63,128.67,15.501,1,0,0,8.300754790013547,0.1204709722546048,5.893916349809886,1.3,0.4903492063492063,0.0,318.00191600541905,6.1390331275177425
CAR045,38.45,20,29.5,3311.0,27.8,0,1,114.9,0.52,2.81,78.22,11.457,0,0,1,6.827267172907392,0.14647149066734852,4.077224199288256,0.6,0.40488888888888885,0.0,262.50842279828925,8.898590603331838
CAR088,40.82,20,39.9,1812.0,32.6,1,1,387.1,0.36,3.59,124.14,19.902,1,0,0,6.237564063913174,0.16031899468342195,5.543732590529248,0.8,0.2935079365079365,0.6791666666666667,254.61736508893577,6.381387596213929
CAR115,4.56,0,54.4,1792.0,26.4,1,0,160.3,0.48,3.44,188.23,4.332,0,1,0,40.0,0.0230143972799235,1.2593023255813953,0.0,0.36385185185185187,0.5499999999999999,182.39999999999998,3.352941176470588
CAR129,43.68,10,65.0,2674.0,36.6,1,2,404.1,0.64,3.55,215.79,31.941,0,1,0,6.755893678970602,0.14801890727095787,8.997464788732394,1.0,0.4847407407407407,0.7625000000000001,295.0974358974359,4.539960552268244
CAR191,33.66,20,57.6,3105.0,24.8,0,0,435.7,0.31,1.81,98.38,14.127,1,0,0,6.963969703404827,0.14359625940231754,7.804972375690608,0.3,0.3693386243386243,0.0,234.40722021660648,4.069569795427196
CAR116,16.14,20,53.7,1581.0,34.1,0,0,194.4,0.12,2.64,141.08,15.333,0,0,1,9.201069588469315,0.10868301672809752,5.807954545454545,0.1,0.21917460317460316,0.0,148.50526315789475,2.7654611388807213
CAR083,27.39,0,70.4,1798.0,31.0,1,1,254.7,0.71,1.66,120.39,14.462,1,0,0,8.324574747614438,0.12012625633358252,8.712048192771084,0.8,0.47895238095238096,0.6458333333333334,228.01010233715945,3.238779862743742
CAR172,30.01,20,64.7,1589.0,28.3,0,2,153.9,0.41,3.15,188.27,28.5095,1,0,0,6.603763657728126,0.15142879906517234,9.05063492063492,1.3,0.3473333333333333,0.0,198.17894736842106,3.0630440087854875
CAR181,18.87,20,21.3,2486.0,27.85,0,1,259.3,0.33,4.48,86.78,13.844,1,0,0,6.268419531927189,0.15952984558654068,3.090178571428571,0.8,0.28004761904761905,0.0,118.28507656746606,5.5532899796932425
CAR178,7.68,0,31.1,2195.0,29.0,0,1,112.3,0.23,0.46,12.17,1.197,1,0,0,10.167084377610692,0.09835661462612984,2.6021739130434782,0.8,0.24730158730158727,0.0,78.08320802005011,2.510714084245984
CAR198,32.78,20,60.0,1850.0,30.4,0,1,259.4,0.53,2.18,121.84,21.129,1,0,0,5.766482086232193,0.17341595535128038,9.692201834862384,0.8,0.3955026455026455,0.0,189.0252827866913,3.150421379778188
CAR189,21.08,10,24.8,2208.0,39.8,1,1,118.2,0.52,2.93,74.45,11.234,1,0,0,6.627203133345202,0.15089321692411015,3.8341296928327644,0.8,0.3436613756613757,0.8291666666666666,139.70144205091685,5.633122663343421
CAR155,17.95,20,37.7,1756.0,27.4,1,0,339.4,0.15,0.66,22.47,2.98,0,1,0,7.540268456375839,0.1326212728081887,4.515151515151515,0.0,0.20898941798941797,0.5708333333333333,135.3478187919463,3.590127819415021
CAR162,28.52,10,30.7,2208.0,29.6,1,2,296.3,0.55,2.86,83.4,11.953,1,0,0,6.977327867480968,0.14332134292565946,4.179370629370629,1.3,0.3656984126984127,0.6166666666666667,198.9933907805572,6.481869406532808
CAR147,33.3,0,37.4,1786.0,30.8,0,2,347.4,0.46,2.6,92.32,7.928,0,1,0,11.644803229061553,0.08587521663778164,3.049230769230769,1.0,0.3246772486772487,0.0,387.7719475277497,10.368233891116303
CAR138,28.71,20,45.1,3042.0,37.1,0,0,110.5,0.29,2.91,130.71,17.836,0,0,1,7.3284368692531965,0.13645474715017977,6.129209621993127,0.1,0.3357830687830688,0.0,210.39942251625928,4.665175665548986
CAR055,29.62,20,45.7,2554.0,11.6,1,0,131.3,0.73,1.19,46.9,7.385,1,0,0,6.350710900473934,0.15746268656716417,6.205882352941177,0.3,0.47661904761904755,0.24166666666666667,188.10805687203793,4.116150040963631
CAR074,42.29,20,85.7,1086.0,24.1,1,1,92.5,0.3,0.6,53.92,7.751,0,1,0,6.956521739130435,0.14375,12.918333333333335,0.5,0.3215291005291005,0.5020833333333333,294.1913043478261,3.432804018060981
CAR054,41.83,20,61.1,2464.0,31.3,0,1,205.5,0.1,2.74,173.22,23.876,0,1,0,7.254984084436254,0.13783627756610092,8.713868613138686,0.5,0.2675185185185185,0.0,303.4759842519685,4.96687371934482
CAR020,19.4,20,77.0,2208.0,22.4,1,1,255.6,0.42,3.51,282.76,18.43,0,1,0,15.342376559956593,0.06517895034658368,5.250712250712251,0.5,0.40329100529100526,0.4666666666666666,297.6421052631579,3.8654818865345177
CAR147,7.59,20,35.5,2208.0,47.1,0,0,349.9,0.54,0.91,33.71,5.698,0,1,0,5.916110916110916,0.16902996143577576,6.2615384615384615,0.0,0.37088359788359787,0.0,44.90328185328185,1.2648811789656857
CAR162,4.25,10,97.7,2309.0,19.0,0,0,100.7,0.54,2.97,290.14,4.0375,0,1,0,40.0,0.013915695870958847,1.3594276094276092,0.0,0.4908783068783069,0.0,170.0,1.7400204708290685
CAR072,22.78,20,47.5,2206.0,41.1,0,2,131.9,0.78,1.71,75.98,13.134,0,1,0,5.784985533729253,0.17286127928402212,7.680701754385965,1.0,0.4818994708994709,0.0,131.7819704583524,2.7743572728074186
CAR097,4.8,10,66.3,2841.0,12.7,1,2,420.5,0.11,1.05,62.85,4.56,1,0,0,13.782894736842106,0.07255369928400954,4.3428571428571425,1.3,0.2988042328042328,0.26458333333333334,66.15789473684211,0.9978566325315552
CAR142,39.84,20,81.2,6879.472299375537,22.8,0,1,229.0,0.45,2.7,215.41,31.135,1,0,0,6.918580375782881,0.14453832226916113,11.531481481481482,0.8,0.6446309560549198,0.0,275.63624217119,3.394535002108251
CAR079,6.09,10,38.3,1858.0,45.1,0,0,141.0,0.1,1.56,62.41,5.7855,1,0,0,10.787313110362112,0.09270149014580997,3.708653846153846,0.3,0.1964391534391534,0.0,65.69473684210526,1.7152672804727223
CAR189,6.3,0,66.3,2821.0,13.6,0,0,431.9,0.59,2.68,171.0,5.984999999999999,1,0,0,28.571428571428573,0.034999999999999996,2.2332089552238803,0.3,0.4756296296296296,0.0,180.0,2.7149321266968327
CAR038,20.26,20,84.2,2441.0,23.9,0,1,384.9,0.17,3.69,317.06,19.247,0,0,1,16.473216605185225,0.060704598498706866,5.215989159891599,0.6,0.33512698412698416,0.0,333.74736842105267,3.9637454681835234
CAR146,27.49,10,41.7,2591.0,43.1,1,0,323.5,0.58,4.31,156.96,22.356,0,0,1,7.020933977455717,0.14243119266055046,5.187006960556845,0.1,0.4154179894179894,0.8979166666666667,193.00547504025764,4.628428658039751
CAR117,4.85,20,27.5,1479.0,20.3,1,1,76.2,0.87,1.86,47.98,4.607499999999999,1,0,0,10.413456321215412,0.09602959566486034,2.477150537634408,0.8,0.44357671957671957,0.42291666666666666,50.505263157894746,1.8365550239234454
CAR057,30.31,10,24.8,2512.0,45.5,0,2,229.5,0.43,1.06,25.7,3.902,0,0,1,6.5863659661711935,0.15182879377431907,3.681132075471698,1.1,0.3248042328042328,0.0,199.63275243464886,8.049707759461647
CAR028,40.24,0,70.4,1476.0,45.5,1,2,91.1,0.45,0.84,50.66,7.04,0,0,1,7.196022727272727,0.13896565337544414,8.380952380952381,1.1,0.36732275132275133,0.9479166666666666,289.56795454545454,4.113181172520661
CAR072,44.91,20,74.9,1345.0,22.6,0,1,164.6,0.58,3.66,272.16,35.01175,1,0,0,7.773390361807109,0.12864399617871838,9.566051912568305,0.8,0.41756613756613753,0.0,349.10296114875723,4.660920709596224
CAR118,16.04,20,63.1,2208.0,26.3,0,2,307.8,0.35,3.42,207.64,15.237999999999998,0,0,1,13.626460165376034,0.07338663070699286,4.455555555555555,1.1,0.35162433862433856,0.0,218.56842105263158,3.463841855033781
CAR157,32.25,10,45.6,2957.0,29.2,0,0,221.7,0.5,1.42,58.02,6.93,1,0,0,8.372294372294373,0.11944157187176835,4.880281690140845,0.3,0.41043915343915344,0.0,270.00649350649354,5.921195033037139
CAR108,30.45,10,57.1,2208.0,31.4,1,1,155.3,0.49,0.57,29.14,3.307,0,0,1,8.811611732688238,0.11348661633493479,5.801754385964912,0.6,0.3923650793650793,0.6541666666666667,268.31357726035685,4.699011860951959
CAR199,41.67,20,60.3,1924.0,39.1,1,0,110.2,0.56,1.39,74.39,11.354,0,0,1,6.551875990840233,0.15262804140341443,8.168345323741008,0.1,0.4106931216931217,0.8145833333333333,273.0166725383125,4.527639677252281
CAR033,39.06,20,77.3,2249.0,16.9,1,0,175.7,0.46,4.01,314.9,35.01175,1,0,0,8.994123401429519,0.11118370911400445,8.731109725685785,0.3,0.4206137566137566,0.3520833333333333,351.31046005983706,4.54476662431872
CAR040,21.54,20,36.3,1658.0,30.2,0,2,218.6,0.89,2.66,94.24,15.384,0,1,0,6.125845033801352,0.16324278438030562,5.783458646616541,1.0,0.47580423280423284,0.0,131.9507020280811,3.6350055655118765
CAR101,43.68,20,89.6,2418.0,27.2,0,1,297.3,0.8,1.72,141.05,25.674,1,0,0,5.493884864064813,0.1820205600850762,14.92674418604651,0.8,0.5773650793650794,0.0,239.97289086235102,2.6782688712315963
CAR031,24.68,20,57.2,2413.0,22.8,0,1,294.7,0.47,3.67,179.05,23.446,1,0,0,7.636697091188262,0.13094666294331192,6.388555858310627,0.8,0.39490476190476187,0.0,188.4736842105263,3.294994479205005
CAR157,34.48,20,42.8,1778.0,17.2,0,0,261.7,0.34,4.02,154.3,17.429,0,1,0,8.853060990303518,0.11295528191834088,4.3355721393034825,0.0,0.28985185185185186,0.0,305.2535429456653,7.132092124898723
CAR172,36.53,10,53.9,2864.0,21.5,1,1,85.5,0.49,0.26,13.79,1.578,0,1,0,8.738910012674271,0.11443074691805658,6.069230769230769,0.5,0.4176772486772487,0.4479166666666667,319.2323827629911,5.9226787154543805
CAR053,29.5,20,63.5,2208.0,23.6,0,1,304.8,0.31,4.09,235.22,28.025,1,0,0,8.39322033898305,0.11914378029079159,6.852078239608802,0.8,0.33755026455026454,0.0,247.6,3.899212598425197
CAR194,25.49,20,33.7,2396.0,21.6,0,1,430.8,0.63,2.2,69.29,9.621,0,1,0,7.201954058829644,0.13885120508009813,4.373181818181818,0.5,0.40983597883597883,0.0,183.57780895956762,5.447412728770552
CAR077,21.95,20,46.3,1605.0,35.2,0,1,135.5,0.37,1.18,49.21,6.438,0,1,0,7.64367816091954,0.13082706766917293,5.455932203389831,0.5,0.2992063492063492,0.0,167.7787356321839,3.623730791191877
CAR109,27.93,85,57.7,1665.0,28.1,1,0,83.0,0.73,1.42,76.08,26.5335,1,0,0,2.867318672621403,0.34875788643533123,18.685563380281693,0.3,0.45650793650793653,0.5854166666666667,80.08421052631579,1.3879412569552128
CAR189,36.44,0,44.1,2658.0,29.6,1,1,430.6,0.24,4.32,162.47,14.256,0,1,0,11.396604938271604,0.08774542992552471,3.3,0.5,0.29712698412698413,0.6166666666666667,415.2922839506172,9.417058592984517
CAR057,14.14,20,39.5,2040.0,28.2,1,1,205.8,0.83,1.33,53.55,8.532,0,1,0,6.276371308016877,0.15932773109243697,6.415037593984962,0.5,0.4776984126984127,0.5875,88.74789029535864,2.24678203279389
CAR147,7.02,10,49.5,3051.0,27.4,1,0,113.3,0.27,2.56,130.6,6.669,1,0,0,19.583145898935374,0.05106431852986217,2.605078125,0.3,0.3369523809523809,0.5708333333333333,137.47368421052633,2.7772461456671986
CAR161,24.51,10,65.7,2544.0,28.1,0,1,221.4,0.19,4.14,278.27,23.2845,1,0,0,11.950868603577486,0.08367592625866965,5.6242753623188415,0.8,0.31317989417989417,0.0,292.9157894736842,4.458383401425939
CAR039,4.27,0,55.4,1934.0,18.5,1,0,259.3,0.45,0.56,27.81,1.997,0,1,0,13.925888833249873,0.0718087019057893,3.5660714285714286,0.0,0.3613544973544973,0.3854166666666667,59.46354531797695,1.073349193465288
CAR072,7.38,20,57.2,1975.0,25.3,0,1,366.6,0.69,2.66,138.25,7.010999999999999,0,0,1,19.719012979603484,0.05071247739602169,2.6357142857142852,0.6,0.45552910052910045,0.0,145.5263157894737,2.5441663599558337
CAR082,42.78,10,18.5,2077.0,9.5,1,2,274.2,0.52,1.87,33.53,4.669,0,1,0,7.181409295352324,0.1392484342379958,2.496791443850267,1.0,0.32575661375661374,0.19791666666666666,307.22068965517246,16.60652376514446
CAR009,43.16,0,72.2,1224.0,41.4,0,1,213.8,0.5,4.24,295.15,33.39,1,0,0,8.83947289607667,0.1131289174995765,7.875,0.8,0.3771746031746032,0.0,381.511650194669,5.284094878042507
CAR072,27.39,20,40.1,3138.0,29.3,1,2,182.7,0.28,3.52,128.9,20.765,0,1,0,6.2075607994221045,0.16109387121799845,5.8991477272727275,1.0,0.3273915343915344,0.6104166666666667,170.02509029617144,4.240027189430709
CAR161,14.76,20,42.8,1110.0,35.3,1,1,183.4,0.88,3.87,159.4,14.021999999999998,0,1,0,11.367850520610471,0.08796737766624842,3.623255813953488,0.5,0.45804232804232803,0.7354166666666666,167.78947368421055,3.9203148057058543
CAR165,8.66,20,76.4,2373.0,27.2,1,0,194.9,0.65,4.2,304.32,8.227,1,0,0,36.99039747173939,0.027034043112513145,1.9588095238095238,0.3,0.49522222222222223,0.5666666666666667,320.33684210526314,4.192890603472031
CAR040,22.16,10,49.1,2595.0,18.6,1,0,170.4,0.3,0.21,8.88,0.93,0,1,0,9.548387096774194,0.10472972972972973,4.428571428571429,0.0,0.3256084656084656,0.3875,211.59225806451613,4.309414624531897
CAR070,20.87,20,38.1,2968.0,27.6,0,1,270.1,0.21,1.08,36.61,5.017,0,1,0,7.297189555511261,0.13703906036602023,4.645370370370371,0.5,0.2896666666666667,0.0,152.29234602352003,3.9971744363128616
CAR111,10.18,20,74.8,2445.0,28.5,1,2,236.8,0.8,2.37,159.61,9.671,0,0,1,16.50398097404612,0.06059144163899504,4.080590717299578,1.1,0.5512433862433862,0.59375,168.0105263157895,2.2461300309597525
CAR074,35.16,20,51.6,3173.0,19.5,1,0,225.6,0.89,1.43,68.48,11.936,1,0,0,5.737265415549598,0.17429906542056073,8.346853146853148,0.3,0.5762804232804233,0.40625,201.72225201072385,3.9093459692000745
CAR139,25.36,85,82.5,1968.0,27.85,1,1,276.0,0.22,4.04,341.09,24.092,1,0,0,14.157811721733355,0.07063238441467061,5.963366336633663,0.8,0.327973544973545,0.5802083333333333,359.04210526315785,4.352025518341307
CAR038,27.79,10,5.0,2316.0,27.5,0,1,140.3,0.31,2.05,10.1,1.069,1,0,0,9.448082319925163,0.10584158415841584,0.5214634146341464,0.8,0.23435978835978835,0.0,262.5622076707203,52.51244153414406
CAR056,5.07,20,29.6,1038.0,34.9,1,1,308.7,0.79,0.7,19.16,2.6,0,1,0,7.369230769230769,0.13569937369519833,3.714285714285715,0.5,0.3968359788359788,0.7270833333333333,37.362,1.2622297297297298
CAR045,15.63,20,23.5,2062.0,22.6,0,2,379.6,0.4,1.34,32.69,5.829,1,0,0,5.608166066220621,0.1783114102171918,4.35,1.3,0.28985714285714287,0.0,87.6556356150283,3.730027047448013
CAR015,15.37,20,38.1,2636.0,22.6,1,2,259.3,0.68,4.37,167.88,14.601499999999998,0,1,0,11.4974488922371,0.08697581605908981,3.341304347826086,1.0,0.4479312169312169,0.4708333333333334,176.71578947368423,4.638209697472027
CAR131,42.0,10,5.0,1363.0,40.0,0,0,114.9,0.06,3.42,16.93,1.814,1,0,0,9.332965821389195,0.1071470761961016,0.5304093567251462,0.3,0.0963862433862434,0.0,391.9845644983462,78.39691289966923
CAR087,12.85,20,20.7,1196.0,25.7,0,1,366.0,0.51,2.24,47.98,6.162,0,1,0,7.7864329763063935,0.12842851187995,2.750892857142857,0.5,0.28417460317460314,0.0,100.05566374553716,4.8336069442288485
CAR016,22.44,10,73.0,2130.0,27.85,0,0,402.9,0.79,3.63,261.43,21.318,0,1,0,12.263345529599398,0.08154381670045519,5.872727272727273,0.0,0.5292063492063491,0.0,275.1894736842105,3.7697188175919245
CAR016,24.59,10,82.6,983.0,26.6,0,1,108.7,0.51,0.74,60.49,6.436,1,0,0,9.39869484151647,0.10639775169449496,8.697297297297297,0.8,0.38866137566137565,0.0,231.11390615289,2.7979891786064166
CAR046,19.19,10,57.5,1939.0,27.85,1,2,335.7,0.67,2.8,159.76,18.2305,1,0,0,8.763336167411754,0.11411179268903356,6.510892857142857,1.3,0.44696296296296295,0.5802083333333333,168.16842105263157,2.9246681922196793
CAR070,42.19,0,62.5,1574.0,23.1,1,2,355.8,0.31,3.33,203.74,18.523,0,1,0,10.999298169842898,0.09091489152841857,5.562462462462462,1.0,0.3055079365079365,0.48125,464.0603897856719,7.42496623657075
CAR001,12.96,20,58.5,1700.0,33.1,1,2,354.0,0.58,2.95,151.84,12.312,0,1,0,12.332683560753738,0.08108535300316122,4.173559322033898,1.0,0.40410052910052907,0.6895833333333333,159.83157894736846,2.732163742690059
CAR030,31.63,0,54.3,1669.0,31.6,1,1,305.5,0.71,4.08,198.47,18.977,0,1,0,10.45844970227117,0.09561646596462942,4.651225490196079,0.5,0.442994708994709,0.6583333333333333,330.80076408283713,6.092095102814681
CAR073,34.07,10,54.9,2126.0,25.5,1,0,308.6,0.48,3.45,192.19,26.416,1,0,0,7.275514839491217,0.1374473177584682,7.656811594202899,0.3,0.38068253968253973,0.53125,247.87679058146577,4.515059937731617
CAR075,35.63,20,22.8,2188.0,34.7,1,2,392.4,0.55,4.03,95.06,18.373,1,0,0,5.173896478528275,0.19327792972859248,4.559057071960297,1.3,0.3501164021164021,0.7229166666666668,184.34593152996246,8.08534787412116
CAR169,44.71,20,68.0,3039.0,14.1,1,1,276.6,0.24,0.94,58.76,9.919,1,0,0,5.923984272608125,0.1688053097345133,10.552127659574468,0.8,0.35952910052910053,0.29375,264.8613368283093,3.8950196592398423
CAR154,4.94,85,67.5,2530.0,34.5,0,2,78.3,0.44,1.81,123.84,4.6930000000000005,1,0,0,26.388237800980182,0.037895671834625326,2.5928176795580113,1.3,0.40843915343915344,0.0,130.3578947368421,1.9312280701754385
CAR137,27.92,10,19.0,926.0,29.9,1,0,261.4,0.51,0.45,7.61,0.891,0,0,1,8.540965207631874,0.11708278580814717,1.98,0.1,0.2681693121693121,0.6229166666666667,238.46374859708195,12.550723610372733
