Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Road_Type,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L
CAR089,3.47,10,75.1,2236.0,39.3,1,2,City,258.2,0.66,3.28,243.36,3.2965
CAR063,8.8,85,51.9,,32.9,1,1,City,187.0,0.42,1.24,65.28,8.36
CAR111,19.04,10,61.5,2135.0,13.4,0,1,Rural,205.8,0.32,3.81,241.52,18.087999999999997
CAR194,24.5,0,51.5,2034.0,29.7,1,0,Highway,421.5,0.34,2.11,93.44,7.502
CAR124,39.2,0,28.7,3019.0,20.5,1,0,City,431.8,0.18,3.19,88.99,7.655
CAR018,28.16,20,60.2,1853.0,41.1,0,0,City,,0.11,1.04,60.81,9.155
CAR125,39.71,20,34.0,2364.0,28.4,0,2,City,165.8,0.49,2.7,93.55,17.012
CAR119,3.48,10,72.3,1769.0,31.5,0,1,Rural,291.7,0.48,3.95,250.85,3.306
CAR049,29.05,85,55.8,2916.0,27.8,1,2,City,422.9,0.36,0.21,11.85,4.292
CAR134,4.77,0,,1801.0,27.2,1,1,Highway,242.4,0.56,2.71,150.16,4.531499999999999
CAR016,14.5,20,43.5,2225.0,39.2,1,1,City,173.9,0.2,3.0,129.64,13.774999999999999
CAR018,35.52,10,37.6,3382.0,20.7,0,1,Rural,247.4,0.77,2.91,109.13,15.157
CAR053,29.03,10,53.6,2397.0,34.5,1,2,,222.3,0.21,1.19,59.4,8.398
CAR107,2.99,10,5.0,1911.0,31.7,0,1,Highway,201.7,0.67,2.09,9.01,1.032
CAR180,39.96,10,70.6,2595.0,17.5,0,1,City,289.9,0.2,3.28,202.74,24.191
CAR090,39.8,10,57.8,1358.0,20.9,1,0,City,70.6,0.47,2.21,122.52,14.268
CAR041,40.85,20,41.5,2189.0,29.3,1,0,Highway,311.1,0.67,1.41,58.91,9.121
CAR161,28.17,85,31.5,2999.0,44.0,1,2,Rural,435.8,0.73,2.75,85.63,26.7615
CAR083,40.22,10,53.6,3724.0,32.2,1,0,City,332.6,0.55,0.96,51.71,7.459
CAR109,26.12,20,42.3,1992.0,13.0,0,2,Rural,,0.63,3.64,132.71,21.839
CAR052,32.43,20,50.8,1468.0,,1,1,City,307.5,0.43,2.68,124.43,20.523
CAR194,36.99,20,51.3,2218.0,25.9,1,0,Rural,414.8,0.14,1.04,48.76,7.347
CAR038,20.06,85,30.1,2209.0,34.3,0,1,City,189.2,0.83,4.4,128.51,19.057
CAR054,41.88,10,22.9,1435.0,21.1,0,2,City,317.3,0.81,2.17,52.02,8.255
CAR172,12.37,20,76.5,1822.0,46.3,1,0,City,349.3,0.2,3.43,274.46,11.751499999999998
CAR115,5.92,0,40.4,700.0,18.7,1,1,Rural,420.1,0.23,4.44,154.26,5.624
CAR186,36.86,10,69.5,2615.0,12.2,0,2,Highway,70.3,0.58,2.13,142.02,17.317
CAR070,20.49,85,80.9,2209.0,26.5,0,1,City,141.9,0.65,3.25,273.65,19.4655
CAR096,44.43,10,51.0,1930.0,25.5,0,2,City,354.9,0.72,1.54,74.77,10.444
CAR146,33.77,85,28.6,,25.9,1,2,Highway,247.0,0.09,2.36,67.86,22.584
CAR145,22.44,20,14.5,2535.0,22.6,1,2,City,186.5,0.65,3.22,42.04,7.823
CAR032,12.65,10,68.5,2216.0,29.8,1,2,Highway,381.9,0.43,1.14,80.04,11.322
CAR012,37.05,0,39.9,2014.0,13.9,1,1,City,287.4,0.52,3.39,116.18,13.364
CAR141,27.03,20,68.5,1573.0,28.5,0,0,Rural,305.8,0.6,2.76,174.73,24.001
CAR143,37.1,20,36.0,2562.0,31.8,1,1,City,434.3,0.13,1.63,58.47,9.607
CAR187,32.54,20,34.6,,30.5,1,1,City,311.0,0.22,4.0,127.59,20.958
CAR130,26.84,20,51.0,1667.0,32.1,1,1,Rural,,0.64,2.23,108.04,17.9
CAR147,11.88,0,42.4,2792.0,30.4,0,1,Highway,395.1,0.53,1.32,56.87,4.927
CAR173,42.2,20,67.5,1357.0,27.0,0,1,Highway,394.6,0.82,2.66,163.38,24.929
CAR008,39.91,10,51.9,1461.0,33.6,0,2,Highway,139.6,0.5,2.56,132.0,13.952
CAR049,16.92,10,44.1,3810.0,32.4,0,0,Highway,311.0,0.87,3.49,150.36,16.074
CAR023,26.6,85,65.2,2747.0,39.3,1,0,City,284.1,0.16,1.5,83.68,25.27
CAR036,21.88,10,32.8,2044.0,48.0,1,0,City,143.3,0.13,0.43,12.68,1.699
CAR104,28.98,20,63.7,3000.0,36.5,1,1,City,436.9,0.65,1.68,107.27,20.471
CAR168,36.25,10,47.1,2468.0,25.5,0,1,City,266.9,0.59,2.04,84.74,11.681
CAR106,43.63,10,5.0,2146.0,21.5,1,2,City,340.9,0.75,2.91,12.49,1.97
CAR164,23.31,10,63.7,2113.0,36.1,1,1,City,186.3,0.78,1.33,82.32,12.48
CAR158,17.91,10,51.3,1567.0,32.3,1,1,Highway,403.1,0.86,1.35,72.16,9.04
CAR186,24.3,10,26.3,2358.0,38.2,1,1,City,134.7,0.67,3.36,82.88,13.248
CAR036,34.38,20,70.1,1530.0,34.1,1,1,City,180.3,0.45,0.29,19.59,3.054
CAR046,38.06,10,47.0,3352.0,29.0,0,0,Highway,199.8,0.25,1.59,68.9,6.386
CAR025,10.58,20,61.7,,15.1,0,2,City,420.7,0.58,1.46,87.42,10.051
CAR045,7.86,10,39.0,1382.0,32.0,1,0,Highway,,0.26,2.29,80.2,7.467
CAR122,26.73,10,46.0,2177.0,29.9,1,1,City,442.1,0.37,3.44,137.42,18.75
CAR012,11.86,10,33.9,2267.0,35.4,1,1,City,188.7,0.68,3.29,99.21,11.267
CAR086,26.63,0,56.5,1257.0,33.3,0,2,City,376.0,0.84,1.98,100.59,12.456
CAR187,3.65,85,54.8,1834.0,25.4,1,0,City,392.9,0.28,4.4,222.14,3.4675
CAR161,35.74,20,106.3,2514.0,22.3,1,2,City,301.0,0.08,3.15,341.24,33.953
CAR011,31.98,10,14.9,2492.0,31.4,1,1,Highway,,0.37,3.54,45.6,5.645
CAR046,25.26,10,41.5,2975.0,23.0,1,2,City,343.4,0.4,1.22,51.49,7.753
CAR118,33.01,10,66.3,2254.0,30.8,0,2,City,97.7,0.52,3.91,230.48,31.359499999999997
CAR138,13.12,20,8.1,2938.0,33.8,0,1,City,445.3,0.75,3.53,29.55,5.335
CAR190,14.01,10,56.2,2565.0,33.3,0,0,Highway,146.5,0.86,2.93,151.03,13.3095
CAR097,17.64,20,44.2,2388.0,29.6,0,1,Highway,319.9,0.73,0.9,40.29,6.028
CAR097,7.88,10,33.5,2556.0,30.5,0,1,City,191.7,0.52,2.25,70.62,7.486
CAR068,25.94,20,63.3,1666.0,45.2,1,1,Highway,312.8,0.55,1.26,79.67,13.738
CAR005,4.94,10,37.0,2401.0,18.1,0,0,Highway,242.5,0.4,1.65,53.57,4.6930000000000005
CAR098,36.2,20,,2204.0,34.0,0,2,Highway,179.1,0.8,2.01,67.7,10.701
CAR116,18.0,10,65.5,2476.0,29.6,0,1,City,98.0,0.6,0.6,34.66,4.28
CAR141,21.44,10,28.0,1573.0,26.3,1,1,City,423.5,0.42,2.91,83.42,11.2
CAR152,18.71,10,22.1,1404.0,30.1,0,1,Rural,277.9,0.85,4.17,91.12,11.161
CAR033,5.19,0,39.2,1960.0,32.8,1,1,Highway,70.8,0.59,0.35,11.99,0.979
CAR109,10.08,20,41.8,,27.3,1,2,Rural,424.6,0.46,1.13,47.56,8.138
CAR099,22.07,20,63.5,2983.0,31.9,1,1,Rural,314.7,0.81,3.52,200.31,20.9665
CAR091,16.54,85,40.6,2014.0,27.4,1,1,,325.7,0.17,4.3,165.0,15.713
CAR187,7.9,85,34.9,1611.0,41.4,1,1,City,182.9,0.54,0.87,27.69,7.505
CAR199,12.34,85,72.2,2069.0,34.5,0,1,City,443.1,0.72,2.52,172.74,11.722999999999999
CAR106,29.88,10,30.9,1883.0,26.8,0,0,City,132.3,0.06,4.44,143.21,13.371
CAR062,4.11,20,29.0,2678.0,36.4,1,2,City,164.1,0.88,1.55,41.91,3.9045
CAR107,8.39,85,40.4,2416.0,5.0,1,2,City,307.5,0.63,1.27,45.81,7.9705
CAR031,13.03,0,50.0,2012.0,27.0,0,0,Rural,203.9,0.34,0.89,42.16,2.841
CAR156,25.26,20,39.2,2319.0,32.6,0,1,City,187.4,0.77,4.46,162.1,23.997
CAR071,29.14,20,55.5,2680.0,42.2,1,0,Highway,417.8,0.56,3.25,156.32,25.347
CAR127,20.27,10,40.0,2471.0,45.7,1,1,City,319.3,0.36,3.85,137.27,19.2565
CAR108,22.5,20,53.6,1832.0,28.6,1,2,City,377.5,0.75,2.08,106.64,19.661
CAR104,10.64,20,80.5,2705.0,31.8,1,0,Highway,291.3,0.44,1.96,145.76,10.108
CAR047,40.12,10,62.6,950.0,30.6,1,2,Rural,385.6,0.81,1.53,91.57,13.897
CAR011,21.17,0,44.6,3135.0,35.1,0,1,Highway,170.9,0.12,3.14,119.49,8.77
CAR174,34.0,20,6.7,2825.0,25.2,1,1,Highway,314.0,0.25,4.25,29.48,4.431
CAR022,17.95,85,40.4,2488.0,21.4,1,1,City,150.4,0.41,0.31,12.12,4.248
CAR146,25.04,85,51.2,2830.0,26.2,0,1,City,77.2,0.15,3.76,175.26,23.787999999999997
CAR029,24.46,10,49.7,2184.0,35.5,1,1,City,182.3,0.71,1.39,70.8,10.416
CAR010,10.89,20,55.9,2106.0,24.1,0,2,City,228.6,0.05,1.28,61.53,9.595
CAR069,3.66,20,78.3,2661.0,23.9,0,1,City,246.6,0.29,0.75,60.19,3.477
CAR191,44.9,85,85.6,,22.9,1,0,Highway,422.0,0.18,1.91,142.82,42.654999999999994
CAR008,42.06,10,41.4,2279.0,29.7,1,0,Rural,341.7,0.39,3.57,150.65,16.232
CAR098,2.42,10,57.8,2578.0,20.5,1,1,City,236.6,0.16,4.11,226.03,2.299
CAR188,32.17,20,42.5,2406.0,26.4,1,1,Rural,116.3,0.81,0.59,23.89,4.1
CAR195,14.24,0,46.0,2997.0,26.4,0,2,Highway,160.8,0.62,4.12,165.01,13.527999999999999
CAR136,44.39,10,57.0,2978.0,,0,0,Rural,414.9,0.24,0.66,39.17,4.583
CAR057,3.08,20,55.7,1506.0,18.2,1,2,Highway,111.7,0.55,3.18,150.64,2.9259999999999997
CAR138,32.8,20,52.4,,10.1,0,1,City,374.3,0.57,1.6,81.45,13.147
CAR108,6.66,85,56.7,2541.0,31.5,1,1,Highway,244.6,0.19,1.5,74.32,6.327
CAR078,30.11,0,52.5,2924.0,19.9,0,1,Highway,94.1,0.09,2.78,138.91,9.202
CAR115,23.94,10,66.3,2670.0,24.4,0,1,Highway,170.3,0.26,2.76,173.56,18.018
CAR131,12.5,20,37.2,2244.0,25.7,0,0,Rural,326.8,0.53,0.54,17.25,2.521
CAR175,32.29,20,30.6,1468.0,26.3,0,2,Highway,416.6,0.4,4.13,123.04,17.531
CAR129,26.93,20,54.4,2196.0,20.5,1,1,City,178.8,0.2,1.82,85.12,13.455
CAR154,17.05,0,41.6,1814.0,47.9,0,1,Highway,367.1,0.43,1.63,67.59,6.886
CAR184,30.52,10,53.8,1998.0,21.0,1,1,Highway,448.1,0.69,3.82,187.83,23.861
CAR133,40.43,10,45.0,2152.0,14.5,0,1,City,90.9,0.45,4.12,168.06,19.664
CAR151,20.26,85,43.8,1385.0,22.2,0,0,Rural,121.3,0.22,3.44,147.59,19.247
CAR071,25.08,20,50.7,2516.0,29.4,1,0,Rural,303.1,0.88,0.97,51.15,7.944
CAR117,32.33,0,61.3,2075.0,35.8,0,1,City,71.1,0.62,3.77,237.15,22.635
CAR065,21.86,20,17.3,2181.0,39.2,0,0,City,277.7,0.7,1.24,19.49,3.425
CAR015,15.3,10,67.5,1725.0,34.9,1,1,Highway,305.7,0.56,4.05,284.3,14.535
CAR083,34.74,20,43.0,2275.0,27.6,0,0,Highway,112.4,0.25,3.69,157.19,18.777
CAR008,18.18,20,31.2,1552.0,27.6,1,0,Highway,342.9,0.62,1.57,48.42,7.115
CAR055,17.65,0,5.0,3899.0,,1,1,City,189.3,0.74,2.88,13.17,1.534
CAR144,34.94,20,36.3,1877.0,23.3,1,1,Highway,448.0,0.76,4.11,131.08,21.513
CAR123,32.91,10,30.6,,27.1,0,0,Rural,351.3,0.14,0.47,15.01,1.564
CAR008,10.98,10,60.9,2082.0,32.4,0,0,Highway,248.0,0.13,1.52,92.19,8.304
CAR055,34.88,85,49.0,2227.0,31.2,0,1,City,121.7,0.53,1.51,64.16,21.113
CAR145,41.45,20,47.9,2862.0,26.6,1,1,City,134.2,0.18,2.34,99.23,16.753
CAR071,25.89,85,465.5031549787253,1830.0,34.6,1,2,Rural,228.4,0.27,1.96,182.7,24.595499999999998
CAR200,12.08,10,21.2,,23.9,0,2,City,75.6,0.24,2.14,40.3,5.2
CAR160,7.77,10,57.6,2151.0,32.9,1,0,City,190.8,0.06,1.13,55.43,6.091
CAR175,10.22,10,78.0,2139.0,19.7,1,0,Rural,172.5,0.43,4.04,270.7,9.709
CAR133,38.01,20,72.2,1743.0,42.1,1,1,Rural,149.0,0.88,1.02,66.44,11.772
CAR028,8.89,85,78.0,2077.0,28.3,1,1,City,360.5,0.2,0.27,20.13,7.093
CAR182,41.08,10,41.2,2636.0,23.0,0,1,City,180.2,0.41,1.01,41.74,5.37
CAR029,40.5,10,35.6,,12.9,0,2,Rural,226.0,0.33,0.48,16.01,2.072
CAR065,10.66,10,71.4,1986.0,23.4,0,1,,86.1,0.9,1.45,98.82,10.126999999999999
CAR051,26.88,0,21.2,1397.0,24.5,1,1,City,193.2,0.09,2.13,41.11,3.454
CAR026,10.33,20,47.2,1994.0,33.3,0,2,City,351.3,0.7,3.94,158.58,9.8135
CAR092,9.41,20,23.9,2275.0,15.5,0,0,City,351.6,0.39,3.56,76.55,8.939499999999999
CAR137,37.07,20,66.6,2199.0,40.8,0,1,Highway,138.8,0.21,3.57,206.96,28.849
CAR186,32.84,0,104.0,1869.0,36.6,0,2,City,405.2,0.07,0.44,45.54,5.078
CAR187,8.69,20,57.4,1724.0,20.8,0,1,Rural,369.9,0.4,3.28,160.56,8.2555
CAR032,6.35,20,66.8,1799.0,23.8,0,2,Rural,320.6,0.77,0.73,48.29,6.0325
CAR085,33.89,10,18.0,2580.0,28.6,0,0,City,378.8,0.58,4.26,76.24,10.26
CAR090,13.16,10,49.3,1386.0,24.6,1,0,Highway,400.3,0.2,0.39,19.42,1.824
CAR012,5.07,20,33.1,2288.0,24.5,1,1,City,229.0,0.54,3.93,120.13,4.8165000000000004
CAR198,31.86,10,59.6,2161.0,46.2,0,2,Rural,293.9,0.81,0.99,57.05,9.629
CAR152,20.05,10,32.5,839.0,31.9,1,2,City,130.1,0.8,4.31,140.45,19.0475
CAR199,3.17,20,17.0,1849.0,20.2,1,1,City,445.6,0.29,1.09,18.62,2.997
CAR177,30.07,0,304.13492842765874,2220.0,40.7,1,1,Highway,436.5,0.42,3.04,187.86,20.65
CAR187,12.69,85,83.6,1540.0,17.7,1,0,City,301.1,0.56,4.12,349.76,12.055499999999999
CAR017,38.08,20,73.1,700.0,25.5,1,2,City,178.9,0.54,2.13,137.33,23.603
CAR098,18.26,10,63.1,3025.0,28.9,0,2,Highway,151.9,0.24,1.32,80.91,9.635
CAR100,11.23,0,23.8,700.0,23.5,1,0,Highway,215.1,0.07,3.26,80.53,4.532
CAR164,23.31,10,63.7,2113.0,36.1,1,1,City,186.3,0.78,1.33,82.32,12.48
CAR026,8.68,0,54.5,2899.0,30.2,1,1,,131.6,0.27,0.87,40.78,3.433
CAR120,39.91,0,44.2,1929.0,12.2,1,0,Highway,180.4,0.54,2.81,106.88,7.764
CAR128,26.73,85,58.0,1326.0,21.1,1,2,Highway,325.0,0.55,4.46,241.46,25.3935
CAR006,30.35,10,58.4,,33.4,1,1,Highway,424.0,0.18,2.6,146.09,16.059
CAR131,4.64,20,47.8,,28.2,0,2,City,147.2,0.15,0.6,27.98,4.316
CAR148,13.58,10,52.2,,42.3,0,2,Highway,370.8,0.73,3.7,198.6,12.901
CAR012,5.61,10,64.0,1409.0,28.0,1,2,City,191.0,0.79,2.39,160.48,5.3295
CAR130,44.6,20,33.6,1730.0,34.0,1,1,City,326.1,0.16,3.5,120.09,18.46
CAR024,9.09,10,55.9,1943.0,33.1,1,0,City,239.4,0.88,2.97,152.18,8.635499999999999
CAR099,31.38,20,64.1,2024.0,14.5,1,2,City,,0.35,4.2,236.23,29.810999999999996
CAR010,6.15,0,57.8,2061.0,24.3,0,0,City,390.1,0.54,0.31,15.44,1.407
CAR106,6.02,10,36.6,1527.0,31.1,0,2,Highway,93.0,0.79,3.12,100.44,5.718999999999999
CAR060,37.92,20,54.8,2230.0,24.1,1,0,Highway,79.7,0.84,1.77,94.54,12.984
CAR015,37.83,0,328.7819486213375,1742.0,,0,0,rural,311.0,0.86,3.05,190.91,16.584
CAR120,20.2,0,43.4,1994.0,31.0,1,0,Highway,269.7,0.82,3.36,143.97,13.404
CAR197,32.02,0,48.7,1559.0,30.6,0,2,Rural,172.2,0.42,3.49,148.25,15.885
CAR197,9.48,20,62.9,2332.0,19.3,1,1,Highway,395.6,0.52,2.04,127.28,9.006
CAR122,7.04,85,58.6,1767.0,23.5,1,1,City,102.0,0.83,4.37,250.51,6.688
CAR029,37.79,20,55.2,2214.0,32.2,0,2,Highway,83.5,0.22,3.71,185.53,25.86
CAR046,25.87,10,58.6,3529.0,40.4,0,2,Highway,142.6,0.79,0.51,25.93,3.894
CAR136,23.22,10,67.9,1652.0,29.9,0,0,City,255.1,0.46,4.13,241.02,22.058999999999997
CAR107,5.42,85,,2432.0,20.8,1,2,City,442.5,0.72,1.97,109.02,5.149
CAR160,12.91,20,72.4,1377.0,31.1,1,1,City,401.1,0.89,1.97,144.06,12.2645
CAR134,20.29,10,69.5,2632.0,17.9,0,2,City,301.8,0.33,4.09,267.45,19.275499999999997
CAR172,14.0,20,58.7,2147.0,,1,0,City,,0.82,3.42,187.42,13.299999999999999
CAR147,28.5,85,40.8,2155.0,28.0,0,1,Rural,171.7,0.8,0.34,12.64,4.216
CAR111,3.23,0,48.0,,30.8,0,1,Highway,266.1,0.82,0.82,35.06,3.0685
CAR146,23.77,0,86.3,2355.0,34.5,0,1,City,105.9,0.18,3.87,346.44,22.5815
CAR004,36.68,20,43.3,1991.0,28.6,0,0,rural,125.8,0.59,4.26,180.82,24.291
CAR029,38.86,10,47.1,3111.0,34.3,1,0,,170.4,0.41,0.49,23.97,2.631
CAR169,22.34,20,75.3,1988.0,16.9,1,0,Highway,418.4,0.32,1.34,91.21,12.242
CAR142,36.97,20,55.8,1524.0,28.3,1,2,Rural,289.4,0.21,1.32,63.87,10.155
CAR123,5.86,10,67.5,2363.0,34.1,0,0,City,362.9,0.34,1.09,65.67,5.567
CAR015,28.03,85,13.9,2472.0,28.3,1,2,Highway,205.3,0.75,2.46,29.89,10.593
CAR120,34.36,20,76.9,2144.0,28.4,0,1,City,449.3,0.64,3.16,238.31,32.641999999999996
CAR153,25.0,20,54.2,3017.0,24.2,0,2,City,262.6,0.42,0.54,26.48,4.537
CAR148,42.09,10,37.7,2305.0,29.7,1,1,Rural,229.6,0.43,3.73,137.67,17.805
CAR004,16.41,20,39.3,2379.0,21.7,0,2,City,163.8,0.14,2.78,100.26,14.304
CAR155,10.62,20,62.4,2059.0,22.0,0,1,City,349.4,0.35,2.21,125.5,10.088999999999999
CAR198,6.82,20,77.5,2836.0,27.6,1,1,Highway,435.7,0.51,3.67,257.07,6.479
CAR126,39.13,85,95.0,3820.0,20.6,1,2,City,273.8,0.53,2.23,185.05,37.173500000000004
CAR025,39.2,10,64.2,2441.0,15.1,0,1,Rural,303.4,0.46,4.13,240.95,30.254
CAR130,8.09,10,28.7,2471.0,23.8,0,2,City,441.9,0.79,1.5,40.7,6.262
CAR198,33.25,20,60.8,1825.0,39.6,1,1,Highway,379.7,0.88,1.27,67.53,11.553
CAR124,4.63,0,20.0,1926.0,25.3,0,2,Rural,343.7,0.71,3.91,70.3,4.398499999999999
CAR199,43.75,10,80.9,2399.0,32.4,0,1,Highway,120.4,0.15,1.0,79.61,7.305
CAR029,23.19,10,249.26043063795885,2316.0,33.2,1,2,Rural,165.1,0.08,2.23,107.62,14.156
CAR061,10.74,20,56.1,1382.0,27.2,1,0,Rural,76.3,0.42,3.43,177.24,10.203
CAR090,28.98,20,40.5,1816.0,22.0,1,1,City,399.1,0.3,2.62,104.71,17.555
CAR078,33.2,10,52.1,1373.0,33.5,1,2,City,401.1,0.3,1.44,70.68,10.28
CAR067,2.75,85,44.1,2734.0,42.8,1,1,highway,386.8,0.84,0.89,36.94,2.6125
CAR093,36.72,20,65.8,962.0,18.3,1,0,,351.7,0.08,1.39,91.17,12.019
CAR094,4.14,20,39.7,783.0,,0,0,Highway,448.0,0.27,1.16,42.91,3.9329999999999994
CAR173,18.41,0,58.9,1897.0,28.5,1,2,Rural,261.0,0.59,3.93,204.46,17.4895
CAR116,19.88,20,56.5,3239.0,44.6,0,0,Rural,194.8,0.1,3.57,204.58,18.886
CAR004,23.01,10,46.6,1900.0,40.2,0,0,Highway,214.2,0.41,4.2,182.03,20.814
CAR019,11.49,20,45.6,1662.0,30.9,1,0,Highway,97.2,0.49,3.9,182.91,10.9155
CAR017,23.96,10,52.4,2412.0,28.9,1,1,Highway,210.1,0.39,2.8,135.7,14.693
CAR027,12.73,20,36.5,1375.0,27.5,0,1,City,87.9,0.25,0.35,11.55,1.643
CAR007,2.43,0,69.9,2546.0,30.6,0,0,City,341.1,0.76,1.3,78.39,2.3085
CAR058,30.45,20,83.1,2538.0,18.2,1,1,Highway,301.6,0.39,3.05,252.99,28.9275
CAR012,28.95,0,29.4,2994.0,16.6,1,2,City,110.5,0.61,2.82,75.18,9.835
CAR155,17.32,20,51.5,2262.0,35.9,0,2,City,332.9,0.07,1.53,70.11,11.437
CAR097,7.3,10,28.0,1580.0,36.4,0,1,Highway,232.9,0.61,1.75,47.39,5.082
CAR080,37.36,0,22.2,2376.0,33.1,1,1,City,76.8,0.27,1.55,33.34,3.56
CAR178,38.37,0,74.6,2288.0,12.0,0,0,Highway,236.1,0.52,2.03,130.65,10.669
CAR026,38.0,10,64.3,1313.0,20.2,1,2,Highway,293.4,0.57,1.58,87.5,11.458
CAR104,15.68,10,5.0,2308.0,28.2,1,2,Highway,75.5,0.39,1.87,9.7,1.143
CAR155,17.91,20,53.5,1853.0,29.9,1,0,City,,0.25,1.94,104.83,14.875
CAR119,2.81,10,60.0,3323.0,26.5,1,1,City,402.4,0.13,1.97,107.44,2.6694999999999998
CAR086,10.57,20,73.3,3385.0,32.5,0,2,Highway,289.6,0.85,3.83,255.15,10.0415
CAR026,37.4,10,70.4,2828.0,12.9,0,0,City,308.6,0.47,0.39,25.41,3.008
CAR045,31.74,20,28.2,2507.0,13.1,0,2,City,110.2,0.75,3.72,107.48,18.532
CAR032,22.92,10,50.5,2477.0,26.9,0,1,Rural,405.6,0.8,1.45,69.84,9.267
CAR047,14.13,20,52.2,1261.0,20.3,0,0,City,279.2,0.57,3.16,152.57,13.4235
CAR015,7.21,10,55.5,1461.0,32.5,1,1,Highway,290.4,0.21,2.77,138.04,6.8495
CAR146,26.23,20,66.7,6428.5556115394365,,0,1,City,107.5,0.19,0.59,40.52,6.126
CAR157,11.41,10,47.6,2391.0,31.4,1,2,City,361.6,0.79,1.31,59.06,9.796
CAR031,29.16,85,73.2,1330.0,28.9,0,1,,159.7,0.54,3.6,252.72,27.701999999999998
CAR151,23.84,20,,1736.0,15.7,1,0,City,331.9,0.11,2.09,73.33,10.111
CAR068,28.16,20,256.70104050774864,1909.0,9.1,1,0,City,165.1,0.47,0.86,48.96,7.378
CAR127,4.95,20,5.0,2097.0,18.9,0,2,Highway,161.2,0.48,0.33,1.46,0.229
CAR144,30.93,20,84.9,2813.0,29.8,1,0,Highway,354.9,0.52,4.38,366.75,29.383499999999998
CAR112,29.27,10,66.6,1347.0,26.5,1,2,City,306.1,0.67,2.06,119.84,17.735
CAR132,20.02,10,62.2,1070.0,29.0,1,1,City,338.3,0.32,0.68,39.17,5.232
CAR129,6.59,85,28.4,3125.0,33.0,1,1,City,169.3,0.09,2.09,59.72,6.2604999999999995
CAR180,28.38,10,31.2,,41.3,1,0,City,234.3,0.64,0.65,17.83,2.711
CAR153,11.01,10,99.5,1591.0,42.2,1,0,City,130.5,0.6,0.21,18.17,2.59
CAR057,16.66,20,11.9,2091.0,19.7,0,1,Rural,240.1,0.67,2.46,25.37,4.059
CAR185,2.81,0,36.6,2536.0,30.6,0,2,City,334.9,0.12,3.8,140.37,2.6694999999999998
CAR003,3.92,20,59.7,2332.0,30.7,1,1,City,302.2,0.49,4.3,220.4,3.7239999999999998
CAR185,12.09,0,226.47356291172753,2134.0,44.9,1,2,City,275.6,0.6,4.46,198.7,11.4855
CAR099,15.05,20,33.1,2529.0,21.5,1,2,Highway,306.2,0.71,1.31,42.59,7.13
CAR130,19.47,20,73.3,2026.0,34.2,0,0,Rural,264.8,0.22,4.26,302.26,18.496499999999997
CAR026,20.18,10,28.8,3110.0,41.9,1,1,City,193.1,0.77,3.59,92.21,16.105
CAR156,17.11,10,38.6,1766.0,24.3,0,1,City,,0.7,1.34,48.27,6.747
CAR009,32.74,85,11.7,2017.0,31.5,1,1,City,158.1,0.65,1.12,12.13,4.276
CAR012,27.86,85,72.8,2511.0,27.5,1,1,Highway,294.2,0.34,0.43,32.16,10.832
CAR065,10.78,20,48.1,1979.0,16.6,1,1,Rural,258.8,0.83,2.3,95.13,10.241
CAR127,43.51,10,7.7,2993.0,35.9,1,0,Highway,442.5,0.72,1.14,9.09,1.04
CAR169,28.57,10,53.1,1580.0,22.1,0,2,City,209.4,0.48,1.66,78.73,10.24
CAR182,22.74,20,83.5,,23.6,1,2,City,114.4,0.24,2.61,205.66,21.602999999999998
CAR139,35.3,10,6.5,2894.0,17.0,1,0,Rural,215.7,0.23,1.54,8.75,0.963
CAR169,30.37,20,15.1,1044.0,40.5,0,1,City,324.6,0.21,1.86,24.91,3.58
CAR106,24.03,20,83.3,1647.0,17.4,1,2,Rural,299.4,0.06,1.03,87.0,14.346
CAR057,42.76,0,60.5,2153.0,30.3,0,0,City,182.0,0.27,0.88,49.62,3.658
CAR132,16.63,10,54.2,3665.0,29.6,1,2,Highway,264.1,0.4,1.27,59.05,7.919
CAR002,29.67,85,22.9,1912.0,26.0,0,2,City,385.7,0.76,0.65,13.36,4.882
CAR152,3.36,20,49.2,1989.0,26.4,0,2,Rural,113.4,0.3,3.12,153.19,3.1919999999999997
CAR083,32.09,20,35.3,2098.0,30.1,1,2,Highway,274.6,0.27,2.93,104.92,16.62
CAR134,15.05,10,36.3,1288.0,17.5,1,1,Rural,428.5,0.83,0.3,10.3,1.41
CAR118,2.61,10,43.1,2236.0,28.1,0,2,,428.8,0.7,3.34,132.56,2.4795
CAR051,6.13,10,51.9,,28.8,1,1,Rural,423.2,0.41,2.9,147.59,5.823499999999999
CAR111,3.96,20,42.9,1232.0,27.0,1,1,City,183.4,0.79,4.02,146.78,3.762
CAR172,24.94,10,52.9,1118.0,16.4,0,1,Highway,285.4,0.7,1.28,69.09,7.758
CAR063,11.42,0,53.6,2388.0,24.3,1,2,City,309.3,0.68,3.78,187.1,10.849
CAR177,27.25,10,44.0,1675.0,29.1,1,1,Rural,125.8,0.57,3.51,153.9,19.691
CAR025,6.81,20,27.9,1967.0,33.0,1,0,Rural,442.2,0.25,3.62,99.79,6.469499999999999
